Machine_ID,Temperature,Run_Time,Downtime_Flag
M9,36.57791114640122,1.1323279561982855,0
M8,47.52324020669727,4.432563005440492,0
M2,81.55641718667331,6.267537747185907,0
M2,60.99430093821,7.163226154300477,0
M2,53.159046656303666,8.070570351576677,0
M3,84.77420085612098,2.385458597132418,0
M2,32.81454396614286,10.750234395958428,0
M8,52.22599686444657,10.95297984456744,0
M8,50.627005995055214,11.856593558662274,0
M9,31.390320008670745,4.250672001102325,0
M2,32.84154460616948,5.315641079323938,1
M9,76.31739370330467,11.729926760586538,1
M6,71.45363103576697,8.530047491426252,0
M1,50.40737436490603,1.4237709141363029,0
M6,59.66927322998865,10.560671538503717,0
M3,78.28394999979743,7.514965352018023,0
M4,84.37647079369324,0.5378787497649724,0
M2,71.08897267504204,10.853001229212591,0
M5,42.185766487278855,1.888236231175132,0
M2,56.5452568147949,3.3954450732416874,0
M10,86.93896152955128,4.666828304192659,0
M1,61.694082593140244,6.295130736964191,0
M3,90.740383410527,0.985263730920134,0
M5,59.29859388650442,4.836425543606802,0
M3,64.50553083005005,2.7693325226119216,0
M1,37.83936936192314,0.8881265575199007,0
M3,59.57348641543465,11.77445170215649,0
M1,82.37882343218722,2.1675502107442095,0
M1,87.70352399995247,9.778112278304594,0
M1,99.82160928411753,11.318071909303617,0
M1,85.3441285358951,3.6744001940560143,0
M4,52.78463308775705,4.997516459786278,1
M2,94.60750207982245,10.26234291864214,1
M4,59.96433989285924,8.637637823541596,0
M1,97.02465547783034,9.419436334718647,0
M4,62.89154011795194,5.580180701072271,0
M10,92.73101976053307,3.859863481968747,0
M6,90.40699641946475,11.072119305617461,0
M5,83.85605837700315,11.92470080595807,0
M9,93.35124597861657,8.376816638637408,0
M6,45.22448764178586,3.435244216726423,0
M6,75.18647992460362,6.30931408477465,1
M2,90.91471658262448,8.577772394763166,1
M6,44.796787472122546,5.803781237639254,0
M7,48.596867303567855,11.678874834641077,0
M10,60.40121729905761,7.961433356391067,0
M9,42.884328938109206,7.605448233773264,0
M4,94.61640592593041,9.78687290914874,1
M6,46.88453345734119,2.592936113458112,0
M3,36.9927160921093,4.077413849302625,1
M4,95.66485135602875,3.4070878746769675,0
M4,87.0838799012245,4.293626432142937,0
M7,97.64852520946106,8.583123785910432,0
M5,42.88063963927273,4.6932275690064635,0
M5,40.317251144218346,8.833488363129906,0
M9,79.04034546636251,4.930089132103582,0
M7,73.09953290614943,8.089446130763424,0
M10,45.35277968470198,0.8766165283895244,0
M10,35.03499572060242,8.866790766689999,0
M10,42.40314598769705,2.3681818321137436,1
M1,59.06585862820547,9.609167420845594,1
M5,89.48972234216501,10.68325352028776,0
M10,31.659959882920703,9.081118103272358,0
M2,96.40532012266938,0.0754891692567341,0
M1,75.802997384919,2.046587566594144,0
M7,81.7709160251618,10.34947807693112,0
M1,83.07958791258909,10.588042062953905,0
M7,58.96250017420657,0.3034405286111457,0
M2,48.54932379710412,11.513971759506173,0
M1,49.17168541393886,8.566423836815018,0
M3,70.1687232469371,7.091351863562137,0
M5,75.06545742385518,1.980261984823116,0
M3,93.17815544584474,3.9308385878600793,0
M8,74.5033433564264,9.429832585509697,0
M2,84.97553926024669,6.318092579952717,0
M9,50.750690235426205,2.0274493175303374,0
M3,82.47604633791589,11.77551948094095,0
M9,80.56278118081036,8.950607693704583,0
M8,75.62308784384945,3.073866971952333,0
M3,68.19343397849968,9.488178239273175,0
M10,69.89233846293052,3.1523292522960653,0
M1,39.27635397004148,4.2959463282864885,0
M3,47.655323565181305,0.16338926574504375,0
M5,35.908084748599684,0.19718324106644136,0
M4,90.91982909105397,8.984629930830453,0
M8,78.18840108386496,3.9668870559548917,0
M2,44.70448202237871,10.70227507113076,0
M3,72.75364443577539,6.645196789903868,0
M2,72.95332535646361,6.439242673147417,0
M2,94.8963156799306,4.7189684081362655,0
M10,77.31554803074525,0.6016590486054989,0
M2,36.5896109762167,6.0054726045027955,0
M10,39.54098297693328,7.817167952341064,0
M8,85.6667713948475,2.1657673864378104,0
M1,93.12924262783767,7.166258436927686,0
M4,54.51581239736434,6.144317823273262,0
M5,55.83235326381477,10.760712375266074,0
M1,54.02565873110934,6.1308790976644625,0
M2,44.99863342151364,1.393739017614092,0
M9,72.83134914100538,3.4027990886053505,0
